,entrez_id,refseq_ids,official_symbol,official_full_name,taxname
13228,733595,['NM_001128440'],SLC11A2,solute carrier family 11 member 2,Sus scrofa
13229,73649,['NM_028593'],Cybrd1,cytochrome b reductase 1,Mus musculus
13230,79901,"['NM_001127383', 'NM_001256909', 'NM_024843']",CYBRD1,cytochrome b reductase 1,Homo sapiens
13231,816018,[],,,Arabidopsis thaliana
13232,81689,['NM_030940'],ISCA1,iron-sulfur cluster assembly 1,Homo sapiens
13233,81894,['NM_031212'],SLC25A28,solute carrier family 25 member 28,Homo sapiens
13234,827332,[],,,Arabidopsis thaliana
13235,827713,[],,,Arabidopsis thaliana
13236,839411,[],,,Arabidopsis thaliana
13237,844422,[],,,Arabidopsis thaliana
13238,850502,[],,,Saccharomyces cerevisiae S288C
13239,850632,[],,,Saccharomyces cerevisiae S288C
13240,850721,[],,,Saccharomyces cerevisiae S288C
13241,850827,[],,,Saccharomyces cerevisiae S288C
13242,850911,[],,,Saccharomyces cerevisiae S288C
13243,850917,[],,,Saccharomyces cerevisiae S288C
13244,851437,[],,,Saccharomyces cerevisiae S288C
13245,851672,[],,,Saccharomyces cerevisiae S288C
13246,852875,[],,,Saccharomyces cerevisiae S288C
13247,853308,[],,,Saccharomyces cerevisiae S288C
13248,854027,[],,,Saccharomyces cerevisiae S288C
13249,854201,[],,,Saccharomyces cerevisiae S288C
13250,854835,[],,,Saccharomyces cerevisiae S288C
13251,855080,[],,,Saccharomyces cerevisiae S288C
13252,855215,[],,,Saccharomyces cerevisiae S288C
13253,855347,[],,,Saccharomyces cerevisiae S288C
13254,855369,[],,,Saccharomyces cerevisiae S288C
13255,855899,[],,,Saccharomyces cerevisiae S288C
13256,856888,[],,,Saccharomyces cerevisiae S288C
13257,93671,"['NM_001170395', 'NM_053094']",Cd163,CD163 antigen,Mus musculus
13258,954840,[],,,Synechocystis sp. PCC 6803
13259,17960,['NM_008673'],Nat1,N-acetyl transferase 1,Mus musculus
13260,12796,['NM_009921'],Camp,cathelicidin antimicrobial peptide,Mus musculus
13261,178930,[],,,Caenorhabditis elegans
13262,2952523,[],,,Suid alphaherpesvirus 1
13263,100301967,[],,,Xenopus laevis
13264,110637,['NM_175481'],Grik4,"glutamate receptor, ionotropic, kainate 4",Mus musculus
13265,24406,['NM_012572'],Grik4,glutamate ionotropic receptor kainate type subunit 4,Rattus norvegicus
13266,246317,"['NM_001360910', 'NM_144946']",Neto1,neuropilin (NRP) and tolloid (TLL)-like 1,Mus musculus
13267,26128,['NM_015634'],KIFBP,kinesin family binding protein,Homo sapiens
13268,394374,['NM_001087617'],grik5-like.1.L,glutamate receptor KA2 L homeolog,Xenopus laevis
13269,56348,['NM_019657'],Hsd17b12,hydroxysteroid (17-beta) dehydrogenase 12,Mus musculus
13270,81832,"['NM_001201465', 'NM_001354017', 'NM_001354018', 'NM_001354020', 'NM_001354021', 'NM_001354022', 'NM_138966', 'NM_138999']",NETO1,neuropilin and tolloid like 1,Homo sapiens
13271,24523,['NM_012593'],Klk1,kallikrein 1,Rattus norvegicus
13272,104797378,[],,,Rattus norvegicus
13273,20688,"['NM_001166385', 'NM_009239']",Sp4,trans-acting transcription factor 4,Mus musculus
13274,25021,['NM_012711'],Itgam,integrin subunit alpha M,Rattus norvegicus
13275,6964,[],TRD,T cell receptor delta locus,Homo sapiens
13276,81778,['NM_031114'],S100a10,S100 calcium binding protein A10,Rattus norvegicus
13277,397432,['NM_214217'],HTR2A,5-hydroxytryptamine receptor 2A,Sus scrofa
13278,403882,['NM_001005869'],,,Canis lupus familiaris
13279,443018,[],,,Ovis aries
13280,479740,[],,,Canis lupus familiaris
13281,8518,"['NM_001318360', 'NM_001330749', 'NM_003640']",ELP1,elongator acetyltransferase complex subunit 1,Homo sapiens
13282,311844,['NM_001013164'],Kyat1,kynurenine aminotransferase 1,Rattus norvegicus
13283,367315,['NM_001037359'],Gpr35,G protein-coupled receptor 35,Rattus norvegicus
13284,100860779,['NM_001285635'],,,Capra hircus
13285,281780,['NM_177511'],,,Bos taurus
13286,57260,['NM_020490'],Ltb4r2,leukotriene B4 receptor 2,Mus musculus
13287,59264,['NM_021656'],Ltb4r,leukotriene B4 receptor,Rattus norvegicus
13288,10178,"['NM_001163278', 'NM_001163279', 'NM_014253']",TENM1,teneurin transmembrane protein 1,Homo sapiens
13289,11550,['NM_013460'],Adra1d,"adrenergic receptor, alpha 1d",Mus musculus
13290,474285,[],,,Homo sapiens
13291,100034034,['NM_001081896'],PRL,prolactin,Equus caballus
13292,100072574,[],EGR1,early growth response 1,Equus caballus
13293,100125483,['NM_001137653'],,,Oryzias latipes
13294,100136578,['NM_001123667'],,,Salmo salar
13295,100860861,['NM_001285710'],,,Capra hircus
13296,100860865,['NM_001287572'],,,Capra hircus
13297,101104440,[],,,Ovis aries
13298,102126365,[],,,Macaca fascicularis
13299,107309142,[],,,Coturnix japonica
13300,114229,"['NM_001359010', 'NM_053244']",Kiss1r,KISS1 receptor,Mus musculus
13301,117855,"['NM_001110793', 'NM_058210']",Sf1,splicing factor 1,Rattus norvegicus
13302,280894,['NM_173950'],PGF,placental growth factor,Bos taurus
13303,281171,['NM_174060'],,,Bos taurus
13304,281798,['NM_177514'],GNRHR,gonadotropin releasing hormone receptor,Bos taurus
13305,396464,['NM_205473'],,,Gallus gallus
13306,397515,['NM_214273'],,,Sus scrofa
13307,403718,['NM_001003121'],GNRHR,gonadotropin releasing hormone receptor,Canis lupus familiaris
13308,426561,['NM_001039913'],,,Gallus gallus
13309,427517,['NM_001012609'],,,Gallus gallus
13310,443395,['NM_001009380'],,,Ovis aries
13311,443508,['NM_001009452'],,,Ovis aries
13312,57492,"['NM_001363725', 'NM_001371656', 'NM_001374820', 'NM_001374828', 'NM_017519']",ARID1B,AT-rich interaction domain 1B,Homo sapiens
13313,78976,"['NM_001301151', 'NM_023992']",Kiss1r,KISS1 receptor,Rattus norvegicus
13314,83826,['NM_001191099'],Nr5a1,"nuclear receptor subfamily 5, group A, member 1",Rattus norvegicus
13315,127845,['NM_198447'],GOLT1A,golgi transport 1A,Homo sapiens
13316,79464,"['NM_001310612', 'NM_024471']",Lias,lipoic acid synthetase,Mus musculus
13317,241489,['NM_001081033'],Pde11a,phosphodiesterase 11A,Mus musculus
13318,25603,['NM_001271090'],,,Rattus norvegicus
13319,30654,['NM_131381'],gsk3ba,"glycogen synthase kinase 3 beta, genome duplicate a",Danio rerio
13320,31248,[],sgg,shaggy,Drosophila melanogaster
13321,396282,['NM_205339'],,,Gallus gallus
13322,399274,['NM_001090576'],ctnnb1.L,catenin beta 1 L homeolog,Xenopus laevis
13323,418335,[],,,Gallus gallus
13324,79130,['NM_024161'],Dnajc5,DnaJ heat shock protein family (Hsp40) member C5,Rattus norvegicus
13325,83523,['NM_032057'],Impa1,inositol monophosphatase 1,Rattus norvegicus
13326,94267,['NM_053598'],Nudt4,nudix hydrolase 4,Rattus norvegicus
13327,10309,['NM_021147'],CCNO,cyclin O,Homo sapiens
13328,107772411,[],,,Nicotiana tabacum
13329,4171,['NM_004526'],MCM2,minichromosome maintenance complex component 2,Homo sapiens
13330,498909,['NM_001035257'],Coq9,coenzyme Q9,Rattus norvegicus
13331,17000,['NM_010736'],Ltbr,lymphotoxin B receptor,Mus musculus
13332,10162,['NM_005768'],LPCAT3,lysophosphatidylcholine acyltransferase 3,Homo sapiens
13333,1489598,[],,,Human parvovirus B19
13334,76574,['NM_029662'],Mfsd2a,major facilitator superfamily domain containing 2A,Mus musculus
13335,79888,['NM_024830'],LPCAT1,lysophosphatidylcholine acyltransferase 1,Homo sapiens
13336,84879,"['NM_001136493', 'NM_001287808', 'NM_001287809', 'NM_001349821', 'NM_001349822', 'NM_001349823', 'NM_032793']",MFSD2A,major facilitator superfamily domain containing 2A,Homo sapiens
13337,855018,[],,,Saccharomyces cerevisiae S288C
13338,10686,"['NM_001378492', 'NM_001378493', 'NM_006580']",CLDN16,claudin 16,Homo sapiens
13339,114141,['NM_053241'],Cldn16,claudin 16,Mus musculus
13340,116967,['NM_053946'],Magt1,magnesium transporter 1,Rattus norvegicus
13341,254428,['NM_173854'],SLC41A1,solute carrier family 41 member 1,Homo sapiens
13342,26504,['NM_020184'],CNNM4,cyclin and CBS domain divalent metal cation transport mediator 4,Homo sapiens
13343,26505,"['NM_017623', 'NM_199078']",CNNM3,cyclin and CBS domain divalent metal cation transport mediator 3,Homo sapiens
13344,293874,[],Trpm6,"transient receptor potential cation channel, subfamily M, member 6",Rattus norvegicus
13345,325975,[],slc41a1,solute carrier family 41 member 1,Danio rerio
13346,338365,['NM_177388'],Slc41a2,"solute carrier family 41, member 2",Mus musculus
13347,363985,['NM_001108855'],Slc41a1,solute carrier family 41 member 1,Rattus norvegicus
13348,398554,[],nipa2.L,NIPA magnesium transporter 2 L homeolog,Xenopus laevis
13349,54805,"['NM_017649', 'NM_199076', 'NM_199077']",CNNM2,cyclin and CBS domain divalent metal cation transport mediator 2,Homo sapiens
13350,57380,"['NM_001286264', 'NM_001286265', 'NM_001286266', 'NM_020662']",MRS2,magnesium transporter MRS2,Homo sapiens
13351,608218,[],CLDN16,claudin 16,Canis lupus familiaris
13352,8073,"['NM_001195100', 'NM_001195101', 'NM_001369858', 'NM_001369859', 'NM_001369860', 'NM_080391']",PTP4A2,protein tyrosine phosphatase 4A2,Homo sapiens
13353,81614,"['NM_001008860', 'NM_001008892', 'NM_001008894', 'NM_001184888', 'NM_001184889', 'NM_030922']",NIPA2,NIPA magnesium transporter 2,Homo sapiens
13354,84061,"['NM_001367916', 'NM_032121']",MAGT1,magnesium transporter 1,Homo sapiens
13355,844430,[],,,Arabidopsis thaliana
13356,854511,[],,,Saccharomyces cerevisiae S288C
13357,94219,"['NM_001102471', 'NM_033569']",Cnnm2,cyclin M2,Mus musculus
13358,98396,['NM_173865'],Slc41a1,"solute carrier family 41, member 1",Mus musculus
13359,101102112,[],,,Ovis aries
13360,105851841,['NM_001309708'],,,Cicer arietinum
13361,100009716,['NM_001081808'],CPT1A,carnitine palmitoyltransferase 1A,Equus caballus
13362,100136831,['NM_001124735'],,,Oncorhynchus mykiss
13363,399528,['NM_001007191'],CPT1B,carnitine palmitoyltransferase 1B,Sus scrofa
13364,56690,"['NM_001364328', 'NM_019966']",Mlycd,malonyl-CoA decarboxylase,Mus musculus
13365,820862,[],,,Arabidopsis thaliana
13366,840522,[],,,Arabidopsis thaliana
13367,85239,['NM_053477'],Mlycd,malonyl-CoA decarboxylase,Rattus norvegicus
13368,280998,[],,,Bos taurus
13369,831618,[],,,Arabidopsis thaliana
13370,226781,['NM_001033286'],Slc30a10,"solute carrier family 30, member 10",Mus musculus
13371,289353,['NM_001105985'],Slc30a10,"solute carrier family 30, member 10",Rattus norvegicus
13372,55532,"['NM_001376929', 'NM_018713']",SLC30A10,solute carrier family 30 member 10,Homo sapiens
13373,67547,"['NM_001135149', 'NM_001135150', 'NM_026228']",Slc39a8,"solute carrier family 39 (metal ion transporter), member 8",Mus musculus
13374,856447,[],,,Saccharomyces cerevisiae S288C
13375,101122940,[],,,Ovis aries
13376,147719,"['NM_001291419', 'NM_173506']",LYPD4,LY6/PLAUR domain containing 4,Homo sapiens
13377,17194,['NM_010775'],Mbl1,mannose-binding lectin (protein A) 1,Mus musculus
13378,22925,"['NM_001007267', 'NM_001195641', 'NM_007366']",PLA2R1,phospholipase A2 receptor 1,Homo sapiens
13379,24548,['NM_012599'],Mbl1,mannose binding lectin 1,Rattus norvegicus
13380,281297,['NM_174107'],MBL2,mannose binding lectin 2,Bos taurus
13381,50771,"['NM_001201569', 'NM_015805']",Atp9b,"ATPase, class II, type 9B",Mus musculus
13382,853384,[],,,Saccharomyces cerevisiae S288C
13383,9902,['NM_006039'],MRC2,mannose receptor C type 2,Homo sapiens
13384,28509,[],IGHD1-7,immunoglobulin heavy diversity 1-7,Homo sapiens
13385,100462981,['NM_001190470'],MTRNR2L2,MT-RNR2 like 2,Homo sapiens
13386,100009025,['NM_001082220'],,,Oryctolagus cuniculus
13387,100174786,['NM_001130938'],,,Ovis aries
13388,100174984,[],,,Ovis aries
13389,100294597,[],,,Ovis aries
13390,100349271,[],,,Oryctolagus cuniculus
13391,100689478,['NM_001244576'],,,Cricetulus griseus
13392,101823328,[],,,Mesocricetus auratus
13393,101835410,['NM_001281629'],,,Mesocricetus auratus
13394,101839714,[],,,Mesocricetus auratus
13395,102189094,[],,,Capra hircus
13396,102415439,[],,,Bubalus bubalis
13397,107325039,[],,,Coturnix japonica
13398,108706613,[],mtnr1a.S,melatonin receptor 1A S homeolog,Xenopus laevis
13399,108719600,[],mtnr1a.L,melatonin receptor 1A L homeolog,Xenopus laevis
13400,12952,['NM_007771'],Cry1,cryptochrome 1 (photolyase-like),Mus musculus
13401,1407,['NM_004075'],CRY1,cryptochrome circadian regulator 1,Homo sapiens
13402,17773,['NM_008639'],Mtnr1a,melatonin receptor 1A,Mus musculus
13403,230857,"['NM_001369177', 'NM_001369178', 'NM_001369179', 'NM_199307']",Ece1,endothelin converting enzyme 1,Mus musculus
13404,244701,['NM_145712'],Mtnr1b,melatonin receptor 1B,Mus musculus
13405,246281,['NM_144759'],Asmt,acetylserotonin O-methyltransferase,Rattus norvegicus
13406,25296,['NM_012827'],Bmp4,bone morphogenetic protein 4,Rattus norvegicus
13407,281013,['NM_177493'],,,Bos taurus
13408,281020,['NM_001166486'],BCL2,BCL2 apoptosis regulator,Bos taurus
13409,287422,['NM_001034125'],Per1,period circadian regulator 1,Rattus norvegicus
13410,299691,['NM_198750'],Cry1,cryptochrome circadian regulator 1,Rattus norvegicus
13411,30282,['NM_131075'],,,Danio rerio
13412,30685,['NM_131411'],aanat2,arylalkylamine N-acetyltransferase 2,Danio rerio
13413,373991,"['NM_001289834', 'NM_204174']",,,Gallus gallus
13414,378544,[],,,Xenopus laevis
13415,378545,[],,,Xenopus laevis
13416,396286,['NM_205343'],,,Gallus gallus
13417,396318,['NM_205361'],,,Gallus gallus
13418,396319,['NM_205362'],,,Gallus gallus
13419,396338,['NM_001293103'],,,Gallus gallus
13420,399157,['NM_001090385'],clock.L,clock circadian regulator L homeolog,Xenopus laevis
13421,403989,['NM_001003305'],IL2,interleukin 2,Canis lupus familiaris
13422,443022,['NM_001009725'],,,Ovis aries
13423,443023,['NM_001009726'],,,Ovis aries
13424,443263,['NM_001129735'],,,Ovis aries
13425,443539,['NM_001009465'],,,Ovis aries
13426,4500,[],MT1L,"metallothionein 1L, pseudogene",Homo sapiens
13427,4976,"['NM_001354663', 'NM_001354664', 'NM_015560', 'NM_130831', 'NM_130832', 'NM_130833', 'NM_130834', 'NM_130835', 'NM_130836', 'NM_130837']",OPA1,OPA1 mitochondrial dynamin like GTPase,Homo sapiens
13428,528665,['NM_001206907'],,,Bos taurus
13429,539948,[],MTNR1A,melatonin receptor 1A,Bos taurus
13430,56052,"['NM_001330504', 'NM_019109']",ALG1,ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase,Homo sapiens
13431,8864,['NM_022817'],PER2,period circadian regulator 2,Homo sapiens
13432,9248,['NM_004224'],GPR50,G protein-coupled receptor 50,Homo sapiens
13433,94233,"['NM_001030015', 'NM_033282']",OPN4,opsin 4,Homo sapiens
13434,989,"['NM_001011553', 'NM_001242956', 'NM_001363715', 'NM_001375299', 'NM_001788']",SEPTIN7,septin 7,Homo sapiens
13435,22141,['NM_021885'],Tub,tubby bipartite transcription factor,Mus musculus
13436,21101,[],T(16C3-4;17A2)65Dn,"reciprocal translocation, Chr 16, cytogenetic band C3-4; and Chr 17, cytogenetic band A2, Davisson 65",Mus musculus
13437,100302010,['NM_001161594'],trpm8.L,"transient receptor potential cation channel, subfamily M, member 8 L homeolog",Xenopus laevis
13438,100337634,['NM_001173090'],,,Cavia porcellus
13439,13875805,[],,,Staphylococcus aureus
13440,23642,[],SNHG1,small nucleolar RNA host gene 1,Homo sapiens
13441,283955,[],PKD1P2,"polycystin 1, transient receptor potential channel interacting pseudogene 2",Homo sapiens
13442,7872419,[],,,Escherichia coli
13443,19341,['NM_009003'],Rab4a,"RAB4A, member RAS oncogene family",Mus musculus
13444,20517,['NM_009202'],Slc22a1,"solute carrier family 22 (organic cation transporter), member 1",Mus musculus
13445,2202,"['NM_001039348', 'NM_001039349']",EFEMP1,EGF containing fibulin extracellular matrix protein 1,Homo sapiens
13446,396936,['NM_213902'],SLC22A2,solute carrier family 22 member 2,Sus scrofa
13447,51701,['NM_016231'],NLK,nemo like kinase,Homo sapiens
13448,54262,"['NM_001309404', 'NM_019314']",,,Rattus norvegicus
13449,69718,"['NM_001347191', 'NM_027184']",Ipmk,inositol polyphosphate multikinase,Mus musculus
13450,723889,[],Mir378a,microRNA 378a,Mus musculus
13451,79208,"['NM_001169137', 'NM_024367']",Epha5,EPH receptor A5,Rattus norvegicus
13452,100538706,[],,,Meleagris gallopavo
13453,1669509,[],,,Schizosaccharomyces pombe
13454,280869,['NM_001030298'],MTR,5-methyltetrahydrofolate-homocysteine methyltransferase,Bos taurus
13455,29252,['NM_057183'],Gzmm,granzyme M,Rattus norvegicus
13456,821292,[],,,Arabidopsis thaliana
13457,852946,[],,,Saccharomyces cerevisiae S288C
13458,853466,[],,,Saccharomyces cerevisiae S288C
13459,160418,"['NM_001366574', 'NM_001366579', 'NM_001366580', 'NM_001366583', 'NM_181783']",TMTC3,transmembrane O-mannosyltransferase targeting cadherins 3,Homo sapiens
13460,110690,[],Cyp2a,"cytochrome P450, family 2, subfamily a",Mus musculus
13461,17872,['NM_008654'],Ppp1r15a,"protein phosphatase 1, regulatory subunit 15A",Mus musculus
13462,4597,['NM_002461'],MVD,mevalonate diphosphate decarboxylase,Homo sapiens
13463,101826941,['NM_001281610'],,,Mesocricetus auratus
13464,102129994,['NM_001319482'],CYP1A1,cytochrome P450 family 1 subfamily A member 1,Macaca fascicularis
13465,83765,['NM_031831'],Rtn4,reticulon 4,Rattus norvegicus
13466,42284,[],P5cr,Pyrroline 5-carboyxlate reductase,Drosophila melanogaster
13467,83475,"['NM_001145165', 'NM_031304']",DOHH,deoxyhypusine hydroxylase,Homo sapiens
13468,12215,"['NM_001077184', 'NM_009768']",Bsg,basigin,Mus musculus
13469,8237,['NM_001371072'],USP11,ubiquitin specific peptidase 11,Homo sapiens
13470,820118,[],,,Arabidopsis thaliana
13471,100144486,['NM_001123113'],,,Sus scrofa
13472,100379267,['NM_001172738'],,,Cavia porcellus
13473,103993,[],Bsp,black spleen,Mus musculus
13474,11838,"['NM_001276684', 'NM_018790']",Arc,activity regulated cytoskeletal-associated protein,Mus musculus
13475,15387,"['NM_001301340', 'NM_001301341', 'NM_001301343', 'NM_001301344', 'NM_001301345', 'NM_001360490', 'NM_001360491', 'NM_001360493', 'NM_001360494', 'NM_001360495', 'NM_025279']",Hnrnpk,heterogeneous nuclear ribonucleoprotein K,Mus musculus
13476,19736,['NM_009062'],Rgs4,regulator of G-protein signaling 4,Mus musculus
13477,21929,"['NM_001166402', 'NM_009397']",Tnfaip3,"tumor necrosis factor, alpha-induced protein 3",Mus musculus
13478,24613,['NM_012617'],Oprd1,"opioid receptor, delta 1",Rattus norvegicus
13479,25204,['NM_017091'],Pcsk1,proprotein convertase subtilisin/kexin type 1,Rattus norvegicus
13480,25387,['NM_012910'],Arrb1,"arrestin, beta 1",Rattus norvegicus
13481,2768,"['NM_001282440', 'NM_001282441', 'NM_001293092', 'NM_007353']",GNA12,G protein subunit alpha 12,Homo sapiens
13482,301252,['NM_001004082'],Hsp90ab1,heat shock protein 90 alpha family class B member 1,Rattus norvegicus
13483,310552,['NM_001100700'],Sfrp2,secreted frizzled-related protein 2,Rattus norvegicus
13484,4478,['NM_002444'],MSN,moesin,Homo sapiens
13485,54323,['NM_019361'],Arc,activity-regulated cytoskeleton-associated protein,Rattus norvegicus
13486,100009108,['NM_001082278'],,,Oryctolagus cuniculus
13487,1660,['NM_001357'],DHX9,DExH-box helicase 9,Homo sapiens
13488,17716,[],,,Mus musculus
13489,17721,[],,,Mus musculus
13490,17722,[],,,Mus musculus
13491,17993,['NM_010887'],Ndufs4,NADH:ubiquinone oxidoreductase core subunit S4,Mus musculus
13492,23057,"['NM_015039', 'NM_170706']",NMNAT2,nicotinamide nucleotide adenylyltransferase 2,Homo sapiens
13493,26193,[],,,Rattus norvegicus
13494,26199,[],,,Rattus norvegicus
13495,396025,['NM_205127'],XDH,xanthine dehydrogenase,Gallus gallus
13496,5848251,[],,,Aedes aegypti
13497,65220,"['NM_001198993', 'NM_001198994', 'NM_001198995', 'NM_001353641', 'NM_001353642', 'NM_023018']",NADK,NAD kinase,Homo sapiens
13498,74080,"['NM_001357445', 'NM_001357446', 'NM_001357449', 'NM_001357451', 'NM_001357452', 'NM_144533']",Nmnat3,nicotinamide nucleotide adenylyltransferase 3,Mus musculus
13499,838766,[],,,Arabidopsis thaliana
13500,851474,[],,,Saccharomyces cerevisiae S288C
13501,854811,[],,,Saccharomyces cerevisiae S288C
